Time,CO,C6H6,T,RH,NOx
6,-200,1.1,3.9,47.7,63
7,-200,0.9,4,47.8,55
8,-200,0.4,3.9,50.9,31
9,-200,0.3,3,57.7,-200
10,-200,0.2,3.3,52.8,20
11,-200,0.1,2.7,53.9,17
12,-200,0.5,2.8,54.4,42
13,-200,0.9,3.6,49,90
14,0.3,3.3,3.3,50.2,227
15,0.6,4.4,3.5,47.5,250
16,0.3,2.8,4.3,49.4,219
17,0.1,3.2,4.5,48.4,211
18,0.1,2.7,4.3,50,189
19,0.2,3.5,4.3,49.7,180
20,0.5,4.8,4.9,45.3,197
21,0.3,3.4,5.6,42.4,198
22,0.3,4.2,5.7,43.1,203
23,0.3,4.2,4.8,49.7,188
0,1,8.5,5.1,43,294
1,1.4,9.2,5.3,44.4,302
2,1.4,7.6,4.9,47.9,261
3,1.1,6.2,4.7,50.8,232
4,0.4,2.9,4.6,54.8,154
5,0.2,2.5,4,56.8,120
6,0.2,2.6,4.2,46.8,117
7,0.2,2.2,4.5,42,108
8,0.2,2.5,4.1,42.1,97
9,-200,0.8,4.5,39.7,-200
10,-200,0.3,4.4,42.2,28
11,0.4,0.3,4.1,45.9,27
12,0.5,0.7,4.3,42.5,81
13,0.7,1.4,4.6,38.1,129
14,1.9,6.6,4.6,39.4,336
15,2.4,8.4,4.8,41.9,335
16,2,5.5,5.9,40.2,318
17,1.3,3.5,7,38.4,201
18,1,3,6.6,40.2,166
19,1.2,4.1,6.6,41.2,192
20,1.5,4.7,7.3,36.8,198
21,1.3,4.5,7.3,35,198
22,1.5,4.7,7,33.5,223
23,1.5,5.1,6.5,32.4,224
0,2.1,7.7,5.7,33.9,266
1,2.6,10.3,5,36.1,326
2,3,11.5,4.7,38.3,343
3,2,6,4.5,39.9,243
4,1.4,3.6,4.3,41.1,177
5,1.3,4.3,4,43.1,155
6,1.2,3.4,3.7,46,143
7,1.1,2.4,3.3,47.4,124
8,0.9,2,3,49.1,94
9,0.8,1.4,3.5,48,-200
10,0.6,1.2,3.6,48,56
11,0.5,0.9,4,47.8,58
12,0.6,1.6,4.1,48.1,105
13,0.7,1.7,4.1,47.4,122
14,1.6,6.2,4.2,48.7,274
15,2.2,8.2,4.1,49.8,342
16,1.8,6.4,4.3,48.4,296
17,1.5,5.9,4.6,49.7,279
18,1.8,5.7,4.5,49.6,325
19,1.4,5.3,4.4,48.4,222
20,2.1,7.3,4.7,47.2,279
21,1.6,5.1,4.2,49.5,248
22,1.3,3.9,3.4,50.7,193
23,1.9,-200,-200,-200,256
0,2.4,-200,-200,-200,288
1,3,-200,-200,-200,300
2,1.9,-200,-200,-200,224
3,1.8,-200,-200,-200,219
4,1.1,-200,-200,-200,145
5,1.1,-200,-200,-200,115
6,1.1,-200,-200,-200,136
7,1,-200,-200,-200,107
8,0.7,0.8,1.9,49.7,70
9,0.6,0.6,1.6,52.9,-200
10,0.5,0.5,1.4,53.8,37
11,0.5,0.5,1,54.7,33
12,0.4,0.6,1.4,52.3,43
13,0.5,0.9,1.6,51,73
14,0.8,2,1.4,53.1,125
15,1.1,2.8,1.7,54.1,154
16,1.1,2.8,2.5,51,140
17,1.1,3,2.9,48.7,150
18,1.1,2.4,3.6,45.8,139
19,1.1,2.5,3.1,48.1,135
20,1.2,3,3.4,46.6,152
21,1,2.2,3.7,45.8,121
22,1.2,2.6,4.4,43.7,122
23,1.3,3.4,4,44.9,167
0,1.4,3,3.3,46.8,165
1,1.3,3.1,3.1,48.1,190
2,1.4,3.4,2.8,49,176
3,1.5,2.9,3.1,47.4,196
4,1,1.7,2.9,49,103
5,1,1.6,2.8,49.1,91
6,1.1,2.3,2.9,49.7,119
7,1.3,2.2,3.8,46.5,147
8,1,1.7,3.2,46.9,101
9,1.1,2.2,3.1,45.2,-200
10,-200,1.8,3.1,44.8,102
11,0.6,0.6,3.1,44.4,55
12,0.5,0.6,3,43.4,51
13,0.4,0.4,2.8,43.8,53
14,0.5,0.7,2.7,43.2,74
15,0.7,1.2,3.3,42.3,113
16,0.8,1.4,4.6,39,107
17,0.8,2,5.6,37.5,101
18,1,2,7.2,34.2,129
19,0.9,1.6,6.9,35.6,126
20,0.9,1.6,8.2,30.1,132
21,0.9,1.8,7.6,27.9,101
22,1,1.8,7.9,25.9,128
23,1,2.6,7.8,28.3,170
0,1.1,2,6.3,28.8,174
1,1.2,2.8,5.4,30.1,215
2,1.6,3.9,5,31.1,248
3,1.7,4.1,4.6,33.8,247
4,1.1,2.4,4.3,36.6,154
5,1.3,3.5,4,39,186
6,1.7,4.6,2.9,42.8,231
7,1.5,3,3.4,38.9,174
8,0.8,1,4,36.4,68
9,0.5,0.5,4,36.4,-200
10,0.4,0.4,3.7,37.7,39
11,0.4,0.3,3.4,38.9,39
12,0.4,0.6,3.7,37.5,54
13,0.7,1.4,3.7,35.2,158
14,1.8,7.1,3.7,33.9,350
15,-200,14,4.4,38.8,-200
16,3.5,15.1,6.6,34.4,584
17,2.8,12.5,10,22.4,478
18,3.1,12.8,11.9,18.6,563
19,2.5,11.9,12.5,17.2,414
20,2.7,11.7,13.2,17.3,398
21,2.9,14.7,13.5,18.7,451
22,3.2,15.7,14.1,18.2,503
23,4.1,21.1,13,20.3,640
0,6.1,27.4,10.4,24.7,843
1,6.8,30.8,8.6,29.8,954
2,6.8,29.2,7.3,36.8,984
3,3.7,15,6.3,39.4,586
4,2.1,7.1,5.4,43.5,360
5,1.4,5.4,5.1,45.6,231
6,1.3,4.8,4.2,49.4,200
7,1.1,3.8,4.1,50.1,153
8,1,3.5,4.1,51.5,135
9,0.9,3.3,3.7,57.5,-200
10,0.8,3.6,2.5,64.8,196
11,0.9,3.8,1.8,68.9,208
12,1.1,4.2,2,64.9,241
13,1.6,7.7,2.2,65.3,417
14,3.7,20,3.1,64,896
15,4.8,22.1,3.7,61.7,966
16,4.1,17.2,4.4,58.8,878
17,4.5,21.4,5.8,54.1,985
18,4.5,19.8,7.3,50.8,1017
19,3.7,18.8,9.5,47.2,683
20,4.2,18.8,11.8,44.4,660
21,3.3,16.7,12.7,45.5,492
22,3.2,14.4,13.5,44.8,497
23,3.6,16.3,12.3,48.9,562
0,3.5,14.4,10.8,40.3,539
1,4.1,17,9.4,36.7,502
2,4,14.8,8.3,39.5,452
3,3.3,9.8,7.8,41.3,357
4,3,6.1,7.3,43.8,289
5,2.6,5.4,6.7,47.6,221
6,2.6,4.7,6.6,51.2,204
7,2.6,5.1,6.4,52.6,183
8,2.9,6.9,5.3,57.8,222
9,2.9,7.3,3.4,66.7,-200
10,2.5,4.8,3.3,66.8,210
11,2,3.6,3.7,62.9,185
12,2.2,4.5,2.6,67.5,257
13,2.4,5.2,3.5,60.9,297
14,4,15.1,2.7,63.4,573
15,6.7,27.3,2.8,64.2,883
16,5.6,19.6,5.8,53.1,824
17,4.3,14.8,9.7,40.1,693
18,4,14.5,12.7,30,714
19,2.6,10.1,13.7,20.7,388
20,2.2,10.1,13.7,19.9,337
21,1.9,8.3,14.1,18.1,326
22,1.8,9,14.5,18,329
23,3.1,13.4,13.2,20.4,465
0,4.8,19.5,10.5,25.1,612
1,5.8,27.8,8.9,31.4,759
2,5.9,31.4,8.2,36.2,771
3,4.1,15.6,6.7,39.6,655
4,1.8,7,5.8,42,332
5,1.7,7.8,4.9,45.9,287
6,1.7,5.6,4.5,47.9,242
7,1.5,6,3.9,51.6,242
8,1.1,3.9,3.4,54.7,192
9,0.9,2.8,3.3,56.1,-200
10,-200,2.6,2,60.8,134
11,0.3,2.9,1.2,63.7,142
12,0.4,2.8,2.1,60.3,194
13,0.6,4.2,1.3,63.1,216
14,3,16.7,1.3,64.8,728
15,5.6,29.1,2.1,62.2,975
16,4.9,20.7,5.1,50.8,947
17,3.5,15.5,8.5,39.7,790
18,2.2,10.3,11.5,33,551
19,2.7,13.8,12.2,34.3,565
20,2.7,12.7,13.5,35,532
21,2.1,11.4,14.9,34.9,459
22,2,10.2,15.7,34.5,407
23,2.4,14.3,14.7,37.2,434
0,6.7,32.4,12.2,44.8,980
1,6.4,29,10.3,52.4,966
2,3.9,17.6,9.3,55.5,646
3,2.7,12.6,8.3,57.6,471
4,3,15.5,6.3,65.1,528
5,2.1,9.1,6.5,63.1,378
6,1.2,6.4,6,62.7,235
7,1.2,5.1,5.1,65.4,217
8,0.7,3.3,4.7,64.6,141
9,0.9,5.3,2.9,72.2,-200
10,0.8,3.1,5,63.5,158
11,0.4,2.2,3.9,65.5,87
12,0.7,3.9,1.8,74.5,194
13,1.4,6.9,1.8,73.7,401
14,4,19.7,2.3,70.9,887
15,3.9,20.1,4.4,61.1,654
16,3.1,16.3,7.7,49.8,566
17,3.2,14.3,12.1,36.9,649
18,1.5,7,15,28.5,309
19,1.2,6.3,14.5,28.3,229
20,1.9,8.6,12.9,31.8,312
21,1.5,6.6,12.1,32.3,276
22,1.4,6.1,11.3,33.5,236
23,1.9,8.8,11.4,32.6,312
0,2.2,9.4,9.1,37.8,345
1,3,11.8,8.1,41,386
2,2.6,11.3,7.7,41.9,356
3,2.8,9.7,7.1,43.9,467
4,1.6,5.8,6.3,45.8,287
5,1.3,5.3,6,46.1,239
6,1.6,5.3,5.5,49,266
7,1.5,5.1,4.9,52,261
8,1.3,4.8,4.1,54.7,223
9,1.6,6.4,2.1,64.2,-200
10,2,7,1.5,66.2,272
11,1.3,4.4,1,67.7,226
12,0.9,5.6,0.8,69.9,250
13,1.4,7.3,1.3,67.2,402
14,3.1,12.7,2,63.6,708
15,4.1,11.3,4.1,52.7,759
16,1.3,4.9,7.5,39.2,302
17,0.9,3.8,9,34.5,210
18,1,3.4,9.2,34.5,180
19,1,4.2,9.3,33.8,165
20,1.1,3.7,9.3,33.1,180
21,0.8,3.3,9.7,30.8,147
22,1,3.4,9.6,31.1,177
23,0.9,3.1,8.6,32.8,157
0,0.9,4.3,7.2,35,195
1,1.6,6.2,6.4,36.8,263
2,1.4,5.2,6,40.2,239
3,1.4,5.8,5.5,42.6,267
4,1.1,3.5,4.9,43.7,214
5,1.2,4.9,4.2,43.2,236
6,1.8,4.7,4,39.2,251
7,1.4,4.9,3.7,40.1,255
8,1.4,5,3.1,47.1,235
9,0.9,2.9,2.6,48.8,-200
10,-200,2.6,0.8,53.8,129
11,0.8,1.8,1.2,51.9,95
12,0.7,1.3,1,52.2,95
13,0.7,1.5,0.6,53.3,100
14,0.6,1.3,0.8,52.8,110
15,0.8,2,0.3,53.7,149
16,1.3,4.3,4.1,42.9,197
17,2,6.7,8,33.3,351
18,1.7,4.6,10.7,25.2,249
19,1.2,3.5,11.1,23.5,188
20,1,2.1,10.6,26,127
21,0.8,1.9,10.3,27.7,96
22,1,2.7,10.2,28.3,138
23,1.4,3.7,9.2,29.9,217
0,1.1,2.9,6.9,36.4,186
1,1.6,4.5,6,38,227
2,1.8,5.3,5.8,36.4,252
3,1.4,3.7,5.8,35.4,193
4,1.1,2.6,5.4,36.6,158
5,1,2.4,5.1,37.9,150
6,1.1,2.4,4.8,38,130
7,1,2,4.5,38.1,104
8,0.8,1.5,4.3,38.1,86
9,0.6,1.2,3.9,39.9,-200
10,0.6,0.8,3.8,41,67
11,0.6,1,3.3,44.6,75
12,0.6,1.3,3.6,44.5,97
13,0.8,2.4,3.4,47,177
14,2.3,8.7,2.9,49.5,433
15,2.8,10.5,5.6,40.5,471
16,2.1,7.9,7.5,33.8,346
17,1.7,6.5,10.8,25.2,262
18,1.4,5.7,12.9,20.6,221
19,1.6,6.2,12.2,21.4,265
20,1.4,5.4,12,21.9,219
21,1.3,4.9,12.2,24,235
22,1.4,5,12,24.3,227
23,1.7,6.9,10.5,27.8,285
0,1.9,7.5,8.7,33.9,291
1,2.3,8.2,7.8,37.6,295
2,2,7.7,7.2,39.4,243
3,1.6,4.5,7.1,39.6,209
4,1,2.7,7.1,39.6,147
5,0.9,2.3,7.2,39.3,117
6,0.9,2.1,6.9,39.6,105
7,0.9,1.4,7,39.8,84
8,0.5,0.8,7.1,40.5,51
9,0.4,0.6,6.9,40.9,-200
10,0.5,1,6,42.9,54
11,0.6,1.3,6.4,42.7,74
12,0.6,1.6,6.1,43.6,114
13,1,3,5.9,45.1,228
14,2.1,10,6,46.4,455
15,2.9,15.1,6.6,43.7,493
16,2.2,8.6,8.7,36.3,410
17,1.6,6.9,10.5,33.4,277
18,1.8,7.6,11.4,27.8,340
19,1.5,6.9,12.7,27.4,238
20,2.2,8.5,13.3,23.3,323
21,1.6,5.3,13.9,20.7,286
22,1.5,4.4,13.6,20,271
23,1.8,-200,-200,-200,276
0,1.8,-200,-200,-200,295
1,2.3,-200,-200,-200,340
2,1.9,-200,-200,-200,275
3,1.9,-200,-200,-200,293
4,1.1,-200,-200,-200,157
5,0.9,-200,-200,-200,133
6,0.8,-200,-200,-200,120
7,0.9,-200,-200,-200,122
8,0.7,-200,-200,-200,80
9,0.8,-200,-200,-200,-200
10,-200,-200,-200,-200,88
11,0.7,-200,-200,-200,109
12,0.6,-200,-200,-200,120
13,1,-200,-200,-200,233
14,1.7,-200,-200,-200,394
15,2.7,-200,-200,-200,424
16,3.3,-200,-200,-200,446
17,2.1,-200,-200,-200,266
18,2,-200,-200,-200,261
19,2,-200,-200,-200,220
20,2.3,-200,-200,-200,241
21,2,-200,-200,-200,208
22,2.1,-200,-200,-200,215
23,2.3,-200,-200,-200,257
0,3.1,-200,-200,-200,355
1,3.9,-200,-200,-200,415
2,3.8,-200,-200,-200,349
3,2.9,-200,-200,-200,254
4,2.2,-200,-200,-200,228
5,1.9,-200,-200,-200,156
6,2,-200,-200,-200,161
7,1.8,-200,-200,-200,123
8,1.6,-200,-200,-200,108
9,1.5,-200,-200,-200,-200
10,1.4,-200,-200,-200,95
11,1.5,-200,-200,-200,102
12,1.7,-200,-200,-200,178
13,1.9,-200,-200,-200,214
14,3.3,-200,-200,-200,492
15,3.8,-200,-200,-200,540
16,4.3,-200,-200,-200,604
17,3.7,-200,-200,-200,646
18,2.7,-200,-200,-200,418
19,2.2,-200,-200,-200,250
20,2.4,-200,-200,-200,226
21,2.2,-200,-200,-200,271
22,2.3,-200,-200,-200,288
23,2.6,-200,-200,-200,299
0,4.2,-200,-200,-200,534
1,6.2,-200,-200,-200,687
2,8.4,-200,-200,-200,1028
3,4.5,-200,-200,-200,605
4,2.7,-200,-200,-200,345
5,2.4,-200,-200,-200,255
6,2.3,-200,-200,-200,211
7,2.2,-200,-200,-200,190
8,2,-200,-200,-200,149
9,1.6,-200,-200,-200,-200
10,1.6,-200,-200,-200,107
11,1.5,-200,-200,-200,98
12,1.7,-200,-200,-200,183
13,1.8,-200,-200,-200,224
14,3.8,-200,-200,-200,589
15,5.9,-200,-200,-200,700
16,5.4,-200,-200,-200,747
17,4.7,-200,-200,-200,746
18,4.3,-200,-200,-200,702
19,5.4,-200,-200,-200,723
20,5.8,-200,-200,-200,872
21,6.1,-200,-200,-200,1054
22,7.1,-200,-200,-200,1218
23,6.6,-200,-200,-200,1227
0,6.5,-200,-200,-200,1061
1,7.1,-200,-200,-200,1075
2,4.9,-200,-200,-200,641
3,4,16.8,8.5,50.9,490
4,4,13,8.3,53.3,550
5,3.6,12.6,7.1,58.1,422
6,4.2,14.2,5.8,64.3,541
7,4.3,12.9,5.3,66.8,599
8,3.6,9.7,5,66.6,490
9,2.5,5.9,5,66.3,-200
10,-200,5.5,5.1,65.9,223
11,1.4,6.6,4.1,69,214
12,1.4,7.3,4.6,67.6,274
13,1.6,8.8,5.2,65.5,338
14,2.3,11.9,6,62.8,496
15,2.4,12,7.1,59.3,433
16,2.7,11.9,7.8,58,496
17,3.4,16.2,9,54.7,615
18,3.1,17.6,10,53.1,551
19,3.6,17.6,10.8,52,575
20,3.8,17.5,11,51.4,575
21,3.3,15.7,11,51.4,574
22,3.4,16.7,10.9,52,582
23,3.7,17.1,11.1,52,658
0,4.6,23,11,53.6,851
1,5,24.6,11,55.1,903
2,5.7,26.8,11.4,55.4,952
3,5.2,23.2,11.1,56.9,894
4,5,22,10.2,60,839
5,4.5,20.4,10.1,59.9,743
6,4.1,18,9.9,63.2,671
7,4.1,18.5,9.4,73.4,689
8,3.1,13.3,9.4,77.7,478
9,2.7,11.3,9.6,78.7,-200
10,2.8,12.5,8.9,81.3,345
11,2.9,11.5,8.5,82.9,373
12,2.6,10.9,8.3,84,324
13,2.6,10.7,8.1,85,341
14,2.8,11.9,8.7,83.7,424
15,3.3,13.4,9.5,82.4,522
16,3.2,13,11,78.2,492
17,3.3,11.2,14.1,67.9,492
18,1.5,5.5,16.3,56.6,204
19,1.2,4.9,18.7,48,142
20,1.1,6.5,19.5,39.3,118
21,1.7,8.4,19.9,34.1,126
22,1,4.4,19.4,32.4,115
23,1,4.3,17.1,35.8,137
0,2.6,11.6,15.5,40.7,212
1,2.5,9,14.8,42.8,354
2,2.1,7.8,13.9,43.8,331
3,1,3.7,13.7,42.9,141
4,1.3,5.3,12.5,47.8,228
5,1.5,5.6,11.8,53.4,228
6,1.4,5.3,10.9,55.9,203
7,1.6,6,10.1,58.9,215
8,1.1,4,9.8,61.2,142
9,0.7,2.8,8.4,67.1,-200
10,0.5,1.8,8.3,67.2,66
11,0.4,1.5,7.7,68.9,54
12,0.7,2.9,6.9,70,121
13,0.7,2.2,9,37.3,141
14,2.3,11.4,9.4,44.9,388
15,2.5,9.5,10.3,45.4,366
16,1.7,11.6,11.5,39.6,254
17,2.5,33.9,11.7,36.9,164
18,2.1,7.6,11.8,36.2,142
19,1.1,7,12,38.7,162
20,1.3,6.9,13.7,30.3,177
21,1.1,5.8,12.6,30.6,157
22,1.1,5.2,13,27.4,162
23,1.4,6.4,13.6,22.7,209
0,2.3,11.9,11.8,23,304
1,4.2,17.4,10.7,19.9,484
2,3.5,14.7,10.4,18,399
3,3,10,9.7,20.6,390
4,1.7,6.6,9.4,24.8,287
5,1.6,6.6,8.8,31.2,202
6,1,3.1,8.7,31.2,126
7,0.8,2.2,8.5,30.4,87
8,0.6,1.3,8,32.9,59
9,0.4,1.1,7.1,37.4,-200
10,-200,0.5,6.9,39.1,31
11,0.3,0.5,6.9,39.8,28
12,0.4,1.3,6.1,40.8,64
13,0.5,2.5,6,41.5,123
14,1.5,6.7,6.1,39.9,363
15,2.1,8,6.5,39.5,416
16,1.6,5.3,9.4,32.7,286
17,1,3.3,11.3,24.9,198
18,1.2,4.4,12.8,19.8,216
19,1.3,5.5,12.3,19.3,211
20,1.4,4.8,12,19.3,199
21,1,3.5,11.9,19.2,161
22,1.4,4.9,12.1,20.7,218
23,1.5,6.6,11.5,22.1,252
0,2.4,12.3,10.4,23.1,337
1,2.8,14.1,9.5,25.2,357
2,3.1,14.2,8.9,26.9,410
3,3.1,11.6,8.2,30.1,445
4,2,8.2,7.4,31.8,314
5,2.1,9.2,6.6,37.5,366
6,1.9,8.3,6.3,40.1,336
7,2.5,10.7,5.2,44.2,387
8,2,8,4.4,47.5,320
9,1.4,5.9,4,49.1,-200
10,1.1,4.5,3.3,52.2,237
11,0.8,3.8,3.2,52.4,224
12,0.9,5.1,3.6,51.7,237
13,1.6,8.8,3.5,54.2,454
14,3.6,16.1,5.2,48.3,854
15,3.3,13.4,7.8,37.6,758
16,2.1,9,8.9,33.8,428
17,1.3,5,9.1,33,205
18,1.1,4.3,9.1,34.5,205
19,1.5,6.3,9.6,31.3,226
20,1.5,6,8.5,36.3,199
21,1.6,5.7,9.3,34.6,253
22,1.5,5.6,8.9,37.9,259
23,1.6,7,8.2,41.8,252
0,2.2,9.5,7.4,44.5,313
1,3.4,15.9,7,43.4,433
2,5.6,24.7,6.6,43.4,611
3,5.2,16.8,5.9,44.3,626
4,2.8,10.7,5,46.6,408
5,2.4,8.3,5.8,40.3,357
6,2.7,11,5.4,43.8,375
7,2.6,7.4,5.7,42.1,326
8,2.3,7.9,5.7,42.1,326
9,1,3.6,5.8,42.9,-200
10,0.6,1.7,5.7,46.6,72
11,0.5,1,6.9,45,49
12,0.5,1.1,6.9,42.2,59
13,1,4,6.4,43.8,220
14,2.6,9.7,6.6,44.6,602
15,2.7,10.6,7.7,42.1,485
16,1.8,5.4,10.1,36.7,295
17,1.2,3.9,9,41.4,217
18,1.3,4.4,8.7,42.5,236
19,1.4,5,8.3,47.8,196
20,1.8,6.8,8.9,45.5,233
21,1.3,4.8,8.9,46.1,207
22,1.4,5,9,44.9,198
23,1.4,5.2,9.3,42.3,212
0,2.4,10,8.4,45.2,280
1,2.8,11.1,7.6,47.8,315
2,3.3,12.9,7.4,47.2,378
3,2.5,7.8,7.4,46.9,320
4,2.1,6.3,6.9,48.2,265
5,1.2,2.8,7.1,47.9,129
6,1.2,3.3,6.9,48.7,129
7,1.3,3.1,6.8,48.2,172
8,1,2.1,6.3,49.6,100
9,0.8,1.9,5.6,52.9,-200
10,-200,0.7,6.4,49.8,49
11,0.4,0.8,6.9,48.1,36
12,0.5,1.3,6.4,50.2,79
13,0.7,1.8,6.4,50.7,128
14,2.1,7.9,6.9,48.8,456
15,2.5,9.8,8.4,44.6,477
16,2,7.4,10.8,37.1,342
17,1.4,5.3,11.2,36.2,254
18,1.3,4.8,11.8,34.4,231
19,1.4,5.6,11.5,33.1,213
20,1.6,6.6,10.9,32.6,208
21,1.7,6.7,11.3,31.7,270
22,1.8,8.4,11.6,30.9,276
23,2.4,10.3,11.1,32.2,375
0,2.8,12.6,9.7,36,395
1,3.3,16,8.5,39,421
2,4.8,17.6,8.3,40.3,632
3,2.8,10.1,8,41.3,424
4,2.4,9.8,7,44.2,369
5,2.9,11.5,5.4,51.8,484
6,2.7,8.2,4.1,55,456
7,2.1,6.8,3.1,57.8,373
8,1.5,4.3,3.1,56.7,228
9,1.2,3.9,2.2,59.6,-200
10,0.9,2.6,2.3,58.9,117
11,0.8,2.4,1.9,60,108
12,0.8,2.3,1.9,60.3,126
13,1.1,4.5,0.9,64.6,235
14,1.9,8.5,0.6,65,339
15,2.5,9,2.1,59.9,399
16,2.2,5.7,3.1,57.2,346
17,2.1,6.9,4.2,54,407
18,2.3,6.4,7.4,43.8,393
19,1.2,3.5,11.2,34.5,166
20,1.2,3.7,13.8,32.4,157
21,1.1,2.9,12.4,34.9,141
22,1.1,3.4,12.8,31.9,144
23,1.4,5.3,13.5,29.1,191
0,1.7,7.3,11.6,33.3,255
1,2.5,10,10.9,34.9,379
2,2.7,12.3,10.4,37.3,427
3,3.1,11.8,9.7,39.7,509
4,2.8,10.4,9.1,41.9,459
5,1.9,7.7,9.3,41.9,293
6,1.9,7.5,9.4,44.7,269
7,1.7,6.1,8.5,45.8,244
8,2.2,8.3,7.8,50,293
9,1.6,5.1,7.7,49.7,-200
10,1.5,4.9,8.2,46.9,177
11,0.8,1.9,8.4,48.6,81
12,0.5,1,8,54.7,42
13,0.5,1.1,7.8,55.7,61
14,0.7,1.5,8,53.8,101
15,0.7,1.6,8.8,50.7,98
16,0.9,2.3,10.1,47.6,114
17,1,2.5,10.6,45.8,118
18,1.1,2.5,9.1,56.2,120
19,1.1,2.8,7.9,66.5,151
20,1,2.4,8,65,131
21,1.1,3.3,8.4,61,145
22,1.3,3.2,8.6,57.3,156
23,1.2,2.8,8.4,56.3,151
0,1.3,3.4,8,57.7,173
1,1.1,2.9,7.1,62.6,154
2,1.5,4.6,7.4,59.3,221
3,1.4,3.8,7.7,56.9,193
4,1.1,3.1,7.7,54.4,130
5,1.3,3.7,7.7,53,156
6,1.4,3.3,6.7,62.8,148
7,1.1,2.1,6.6,61.9,93
8,0.8,1.2,5.7,70.3,66
9,0.6,0.7,4.5,79.2,-200
10,-200,0.5,4,81.5,38
11,0.5,1,3.9,81.5,50
12,0.6,2.1,3.3,84.3,77
13,1.2,5.5,4.2,80.9,183
14,2.2,10.9,5.1,75,256
15,2.9,13.3,4.6,77.6,355
16,2.9,9.6,3.8,84.3,491
17,2,7,6.2,77.4,387
18,1.7,6.6,7.7,67.6,384
19,2.2,9.3,8.1,64.8,368
20,1.8,7.9,8.1,64,258
21,1.6,6.9,6.9,71.3,231
22,1.9,8.6,7,73.7,290
23,2.2,10,7.3,70,335
0,2.2,8.8,5.8,77.8,293
1,4.9,20.2,5.4,80.9,526
2,6.3,19.7,5.5,79.8,607
3,2.7,7.1,5.6,74,326
4,1.4,4.4,5.6,71.9,188
5,1.2,2.9,6.4,70.7,163
6,0.8,2.1,6.3,70.1,102
7,0.8,2.1,4.4,80.5,95
8,0.7,1.1,3.9,83.1,71
9,0.4,0.6,2.5,86.6,-200
10,0.4,0.5,3.4,85.4,46
11,0.5,1,3.3,84.5,62
12,0.9,2.6,3.4,84.5,170
13,1.5,6.7,3.4,84.5,313
14,3.8,16.7,4.1,82.7,687
15,5.4,24,4.6,80.3,757
16,3.5,15,6.1,74,559
17,1.7,6.9,9.1,58.4,286
18,2,9.1,11.4,48.9,324
19,2.1,10,8.3,64.4,316
20,3,12.9,6.5,71,407
21,2.1,9,6.6,71.1,305
22,2.5,10.9,7.4,69.3,360
23,2.2,7.9,6.4,70.6,339
0,2.4,10.2,5.8,72.5,304
1,3.6,13.2,5.6,71.6,397
2,2.6,8.1,4.2,77.8,270
3,2.7,8.5,4.3,79.5,339
4,1.4,3.6,4.5,75.5,190
5,0.9,2.6,4.4,77.1,126
6,1.5,4.3,4.2,78.2,189
7,1.1,3.2,4,79.3,146
8,0.8,1.8,3.9,78.7,98
9,0.6,1.4,3.5,80.6,-200
10,0.6,1.2,3.2,82.8,75
11,0.6,0.7,4.1,76,77
12,0.6,1,4.2,75.9,72
13,0.7,2.2,4.5,76.3,152
14,1.7,7.7,4.4,79.1,337
15,1.9,6.2,4.3,79.8,360
16,1.4,3.8,3.1,83,243
17,1.3,3.6,2.8,83.9,277
18,1.2,3.7,3.9,79.5,266
19,1.9,8.3,5.1,74.5,317
20,2.5,10.1,5.7,72.5,375
21,2.3,9.9,5.6,74.6,349
22,2.3,9.2,5.4,75.9,377
23,2.5,10.3,4.9,78.2,403
0,2.8,11.4,4.8,79,422
1,2.7,11.7,4.8,78.6,388
2,3.1,12.6,4.6,78.2,431
3,2.9,11.4,4.2,79.7,425
4,2.6,9.6,4.3,78.9,391
5,1.5,4.6,4.2,77.9,231
6,1.6,4.7,3.2,83,248
7,1.1,2.6,5.1,74.5,142
8,0.9,2.9,4,80.8,117
9,0.7,1.5,4.3,81,-200
10,-200,1.3,2.9,85.3,96
11,0.6,1.2,3.3,84.5,87
12,0.8,3,3.6,84.4,197
13,1.5,5.5,3.8,83.8,290
14,3.1,12.9,4.1,82.5,621
15,3.8,14.5,3.9,83.9,645
16,2.7,9,4.1,83.9,573
17,1.8,6.5,4.6,82,414
18,1.4,5.4,5.5,79.5,314
19,1.7,7.4,6.7,76.2,317
20,1.9,7.7,7.9,69,290
21,2.2,10.7,8.5,66.3,385
22,3,13.3,7.6,70.8,507
23,3,13.2,7.2,72.4,534
0,3.9,17.5,6.7,74.2,601
1,4,17.7,6.1,75.8,583
2,3.9,17.5,6.3,74.9,551
3,3.5,14.1,6,78,547
4,2.4,8.4,5.6,81.2,385
5,2.1,7.9,5.5,81.5,318
6,2.5,8.1,5.3,84.1,356
7,2.1,7.1,5.2,83.9,326
8,1.5,5.2,5.1,83.5,233
9,1.1,3.4,5,82.9,-200
10,1,3.4,5,82.5,116
11,0.8,2.1,5,82.8,120
12,1,4.1,5.2,80.7,228
13,1.4,6.1,5.3,80.2,303
14,3.6,18.7,5.7,79.7,-200
15,5.8,27.9,6.2,76.8,-200
16,4.2,17.8,8.3,67.4,529
17,3.3,11.8,10.8,52.1,615
18,1.7,6.6,13,40.3,298
19,2.1,8.4,10.9,44.8,317
20,2.2,7.6,11.5,42.1,305
21,1.8,6.7,12.5,38.5,253
22,2,7.9,12.6,38.5,296
23,2.3,8.4,12.3,38.4,293
